timestamp,v4_prefixes,v4_unique_prefixes,v6_prefixes,v6_unique_prefixes,v4_isolated,v6_isolated,v4_distributed,v6_distributed
2019-05-09,16517058,969403,1354998,83293,11910,647,274,54
2019-05-11,16522485,967728,1353080,83594,11798,620,265,54
2019-05-13,16526660,967777,1353669,83594,11779,622,262,52
2019-05-15,16548312,968469,1356701,83793,11988,618,264,53
2019-05-17,16543603,968609,1357505,83761,11993,638,274,52
2019-05-19,16545021,969008,1360881,83913,12148,639,263,52
2019-05-21,16563717,970223,1364010,85226,12359,644,264,53
2019-05-23,16573237,971218,1366318,85397,12349,644,268,51
2019-05-25,16586992,970248,1365357,85386,12485,621,270,51
2019-05-27,16573867,969832,1366623,85469,12531,644,275,51
2019-05-29,16603416,972464,1369568,85668,12058,652,268,51
2019-05-31,16616678,973610,1370237,85782,12175,684,272,51
2019-06-02,16610904,969019,1373040,85664,11841,691,273,51
2019-06-04,16613467,973264,1375584,85803,11879,691,274,52
2019-06-06,16619241,973655,1378438,85999,11745,685,297,52
2019-06-08,16613070,972964,1383935,86197,11772,681,298,52
2019-06-10,16611121,972742,1382514,86178,11740,667,300,52
2019-06-12,16616277,973269,1384133,86157,11814,674,310,52
2019-06-14,16629316,973563,1385379,86079,11927,635,312,54
2019-06-16,16638538,974788,1388393,86195,11939,653,310,54
2019-06-18,16614532,968976,1391257,85409,11934,641,314,54
2019-06-20,16611504,968956,1395664,85563,11862,630,307,54
2019-06-22,16624759,969415,1394105,85369,11722,669,301,54
2019-06-24,16625653,969418,1393413,85222,11860,664,301,54
2019-06-26,16638692,970699,1397533,85466,11869,670,282,54
2019-06-28,18170812,970526,1542321,85330,11324,678,317,56
2019-06-30,18212187,970724,1546654,85821,11234,682,322,62
2019-07-02,18212318,970387,1543905,85692,11356,886,338,62
2019-07-04,18197113,970364,1546321,85672,11340,950,332,62
2019-07-06,18227206,970494,1546243,85680,11216,933,334,61
2019-07-08,18226546,970540,1543898,85469,11177,929,331,61
2019-07-10,18221238,970311,1548760,85738,10980,938,479,60
2019-07-12,18242654,968391,1553789,85943,11097,751,444,68
2019-07-14,18245749,968014,1551019,85721,11056,774,472,81
2019-07-16,18238462,967310,1554415,85963,11086,742,379,81
2019-07-18,18236590,968260,1558184,86122,11179,748,392,85
2019-07-20,18227525,968197,1488385,86221,11073,737,409,96
2019-07-22,18212227,967800,1488841,86254,11116,749,408,97
2019-07-24,18220024,956274,1491480,86438,11376,753,408,97
2019-07-26,18228361,957215,1566778,86602,11331,751,384,99
2019-07-28,18230716,957431,1568203,86730,11370,759,413,96
2019-07-30,18224774,957398,1571213,86872,11322,758,441,96
2019-08-01,18244904,957698,1579701,87371,11404,713,447,95
2019-08-03,18220038,924755,1580284,86902,11301,740,472,78
2019-08-05,18217602,924501,1580753,86652,11271,732,471,78
2019-08-07,18242535,924948,1587439,87791,11142,760,447,98
2019-08-09,18258559,925803,1590117,87972,10863,749,541,109
2019-08-11,18253887,924842,1590090,87890,10874,744,541,109
2019-08-13,18266960,924543,1592786,88049,10910,755,542,104
2019-08-15,18286215,924655,1591513,88154,10873,745,544,107
2019-08-17,17516453,918592,1555098,88318,10578,722,544,106
2019-08-19,17521477,919067,1558815,88495,10627,730,541,106
2019-08-21,17528673,919098,1558353,88551,10734,734,550,106
2019-08-23,17524046,919536,1559061,88599,10794,745,548,100
2019-08-25,17525592,919600,1560459,88682,10771,746,549,100
2019-08-27,17541189,919109,1561772,88774,10787,749,551,97
2019-08-29,17552592,919525,1569697,88017,10465,758,555,97
2019-08-31,17570517,919842,1579021,88628,10604,773,501,97
2019-09-02,17570069,919843,1580487,88662,10469,782,507,99
2019-09-04,17557428,918096,1572663,88425,10367,775,501,97
2019-09-06,17561925,918397,1575687,88665,10429,694,498,98
2019-09-08,17577454,923816,1577566,88576,10315,692,499,98
2019-09-10,15965548,921201,1424430,88144,9676,672,496,100
2019-09-12,16805641,922103,1510437,89019,10434,710,350,100
2019-09-14,16816695,923343,1512753,89848,10589,723,348,101
2019-09-16,16821369,923443,1514897,89942,10548,720,346,101
2019-09-18,16815169,922647,1514770,88793,10447,720,345,101
2019-09-20,16051608,922232,1447069,89229,10983,752,341,101
2019-09-22,16131863,921472,1444015,89420,10565,714,341,103
2019-09-24,16855160,923552,1525031,89818,11564,642,341,101
2019-09-26,17666340,925374,1612512,90627,11222,666,344,101
2019-09-28,17685754,926106,1609659,90061,11081,689,343,100
2019-09-30,17670819,925959,1609391,90057,11031,653,344,100
2019-10-02,17668480,925419,1612625,90247,10346,681,337,101
2019-10-04,17664233,924813,1609904,90119,10546,673,338,103
2019-10-06,17674749,925221,1609760,90047,11000,683,339,103
2019-10-08,17696864,925565,1614652,90263,10618,672,339,103
2019-10-10,17709417,938835,1606034,89768,14808,697,341,103
2019-10-12,17764806,958591,1615631,90271,10570,652,309,104
2019-10-14,17768613,958789,1614760,90220,10550,653,346,104
2019-10-16,17778798,959659,1619337,90533,10598,688,350,105
2019-10-18,17798913,958890,1623495,90956,11466,677,351,103
2019-10-20,17802550,959519,1623202,91113,11372,653,311,103
2019-10-22,17807824,959897,1628148,90935,11433,646,313,103
2019-10-24,17816448,963684,1620412,90627,11387,919,314,105
2019-10-26,17806138,964530,1629465,91084,11297,918,313,103
2019-10-28,17806977,961814,1627371,90985,10942,913,312,104
2019-10-30,17820457,958210,1631260,91210,10938,649,314,101
2019-11-01,17822570,952628,1629295,91004,11843,639,316,102
2019-11-03,17819516,957249,1629911,91023,11631,638,311,101
2019-11-05,17791155,956170,1633683,91222,12479,632,346,101
2019-11-07,17812438,957553,1636770,91439,11767,651,308,101
2019-11-09,17843646,958133,1632315,91436,12562,607,313,100
2019-11-11,17846436,958186,1632250,91367,12552,607,350,103
2019-11-13,17852357,956584,1630387,90731,12442,643,449,102
2019-11-15,17866269,958454,1632478,90766,12357,642,353,102
2019-11-17,17814746,956034,1631273,90765,12329,651,352,101
2019-11-19,17819785,956545,1622807,90238,12301,654,352,101
2019-11-21,17816153,958539,1627341,90721,12325,658,313,103
2019-11-23,17871854,961572,1633785,90851,11444,653,323,104
2019-11-25,17895110,965578,1628640,90558,12134,653,325,103
2019-11-27,17901992,965737,1619211,90071,12587,690,324,103
2019-11-29,17900705,964687,1627177,90273,12411,669,323,104
2019-12-01,17914046,965123,1630978,90547,12584,669,322,105
2019-12-03,17923339,965337,1631826,90688,12550,671,323,105
2019-12-05,17930689,964732,1634759,91040,12395,692,329,105
2019-12-07,17963060,964776,1638513,91026,12446,694,340,104
2019-12-09,17962320,964608,1639740,90924,12408,690,339,105
2019-12-11,17966518,964821,1639067,91041,11680,680,341,105
2019-12-13,17962739,964232,1641469,91288,12237,801,325,105
2019-12-15,17945771,963556,1647398,91592,12061,798,322,106
2019-12-17,17919413,938653,1649043,91699,12060,804,325,105
2019-12-19,17940473,938620,1651412,92005,12324,791,323,103
2019-12-21,18003690,964469,1698631,92130,12261,1021,321,107
2019-12-23,18001086,964180,1699857,92218,12295,1025,322,107
2019-12-25,18008739,966277,1706755,92698,12451,943,321,107
2019-12-27,18013503,966414,1706296,92708,12335,944,321,107
2019-12-29,18016976,965645,1706736,92760,12318,936,320,108
2019-12-31,18025124,966137,1708663,92798,12367,938,319,108
2020-01-02,18019170,965789,1708253,92818,12229,938,317,108
2020-01-04,18016952,966271,1709932,93006,12045,3836,457,107
2020-01-06,18020456,966588,1711239,93017,12131,934,480,108
2020-01-08,18027712,966562,1714594,93341,12196,937,492,107
2020-01-10,18044183,967126,1714070,93209,12461,946,317,107
2020-01-12,18035850,963053,1716771,93331,12543,935,318,107
2020-01-14,18036552,962371,1711831,93239,12547,1030,318,108
2020-01-16,18060256,963136,1712573,93369,13514,984,351,108
2020-01-18,18074485,964633,1724541,93892,13629,1006,354,108
2020-01-20,18082875,965316,1725216,94039,13660,1016,356,107
2020-01-22,18074448,965055,1725819,93821,13386,1013,351,108
2020-01-24,18092728,965664,1726649,93869,13323,995,360,107
2020-01-26,18098258,965360,1725196,93311,13316,994,354,107
2020-01-28,18105907,965904,1726549,93247,13320,994,352,106
2020-01-30,18115196,963039,1727729,93442,13350,988,320,107
2020-02-01,18093811,969461,1684972,93568,13350,1004,323,107
2020-02-03,18118092,969748,1732040,93665,13305,999,323,108
2020-02-05,18116742,969892,1732629,93761,13492,1003,359,107
2020-02-07,18133881,969734,1734069,93848,13359,999,357,108
2020-02-09,18134205,969693,1738181,94142,13136,1017,358,108
2020-02-11,18156322,970358,1740271,94312,13527,1015,357,108
2020-02-13,18177282,970254,1744697,95432,13462,1022,358,107
2020-02-15,18170412,971035,1743296,94430,13334,1004,371,108
2020-02-17,18172123,970970,1744188,94567,13326,1015,370,106
2020-02-19,18167317,971320,1744605,94565,13215,1030,357,106
2020-02-21,18186992,972015,1673267,95142,13218,804,355,106
2020-02-23,18192952,972307,1675992,96389,13278,804,354,106
2020-02-25,18208636,972859,1677648,96426,13239,764,349,106
2020-02-27,18184475,972392,1678895,96539,13273,732,322,106
2020-02-29,18205906,973036,1681567,96803,13348,725,326,106
